,name_game_2weeks,playtime_2weeks_game_count,playtime_2weeks_game_max,playtime_2weeks_game_median,playtime_2weeks_game_mean,playtime_2weeks_game_min,appid_game_2weeks,playtime_2weeks_game,playtime_forever_game_2weeks,steam_appid_2weeks_game_,price_overview_2weeks_game_,genres_2weeks_game_,developers_2weeks_game_,publishers_2weeks_game_,categories_2weeks_game_,release_date_2weeks_game_,metacritic_2weeks_game_
1142,IdleChampionsoftheForgottenRealms,1,46,46.0,46.0,46,627690,46,467814,627690,0,"['Action', 'Adventure', 'Indie', 'Strategy', 'FreetoPlay']",['CodenameEntertainmentInc.'],['CodenameEntertainmentInc.'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'RemotePlayonTablet']","Mar25,2020",No score
1143,IdleColonyPlaytest,1,268,268.0,268.0,268,2974090,268,268,2974090,0,[],['Unknown'],[''],[],"3May,2024",No score
1144,Granny,1,105,105.0,105.0,105,962400,105,6331,962400,4,"['Adventure', 'Indie']",['DVloper'],['DVloper'],"['Single-player', 'FamilySharing']","Nov20,2018",No score
1145,GrandTheftAuto:ViceCity,1,1052,1052.0,1052.0,1052,12110,1052,4198,12110,0,['Action'],['RockstarGames'],['RockstarGames'],"['Single-player', 'PartialControllerSupport', 'FamilySharing']","Jan4,2008",94
1146,IdleSpiral,1,547,547.0,547.0,547,1827980,547,9719,1827980,0,"['Casual', 'Indie', 'Simulation', 'Strategy', 'FreetoPlay']",['ArchimedesGeeks'],"['IdleSystem,Inc.']","['Single-player', 'SteamAchievements', 'SteamCloud']","Apr30,2022",No score
1147,ImpactPoint,1,65,65.0,65.0,65,1680550,65,65,1680550,0,"['Action', 'Indie', 'FreetoPlay']",['Kontrollable'],['Kontrollable'],"['Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'In-AppPurchases', 'Stats', 'SteamLeaderboards']","20Jul,2022",No score
1148,InSoundMind,1,219,219.0,219.0,219,1119980,219,219,1119980,2,"['Action', 'Indie']",['WeCreateStuff'],['MaximumEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","28Sep,2021",75
1149,GranblueFantasyVersus:RisingFreeEdition,1,99,99.0,99.0,99,2667960,99,124,2667960,0,[],"['Cygames,Inc.', 'ArcSystemWorks']","['Cygames,Inc.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Gamedemo', 'SteamCloud', 'RemotePlayTogether']","13Dec,2023",No score
1150,IncrementalCubes,1,907,907.0,907.0,907,1690730,907,907,1690730,0,"['FreetoPlay', 'RPG', 'Simulation']",['TENPA-Studio-'],"['IdleSystem,Inc.']","['Single-player', 'In-AppPurchases', 'SteamCloud']","Nov3,2021",No score
1151,IncursionRedRiver,1,219,219.0,219.0,219,2116120,219,4298,2116120,11,"['Action', 'EarlyAccess']",['GamesOfTomorrowGmbH'],['GamesOfTomorrowGmbH'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'FamilySharing']","10Apr,2024",No score
1152,IndigoPark,1,60,60.0,60.0,60,2504480,60,60,2504480,0,"['Action', 'Adventure', 'Casual', 'Indie', 'FreetoPlay']",['UniqueGeese'],['UniqueGeese'],['Single-player'],"18May,2024",No score
1153,InfraSpace,1,360,360.0,360.0,360,1511460,360,1512,1511460,16,"['Indie', 'Simulation', 'Strategy']",['DionicSoftware'],['DionicSoftware'],"['Single-player', 'SteamAchievements', 'Captionsavailable', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","22Sep,2023",No score
1154,LiftlandsDemo,1,74,74.0,74.0,74,2898460,74,74,2898460,0,[],['Doublecap'],['Doublecap'],"['Single-player', 'Gamedemo']","21Mar,2024",No score
1155,GorillaTag,1,224,224.0,224.0,224,1533390,224,11412,1533390,19,"['Action', 'Casual']",['AnotherAxiomInc.'],['AnotherAxiomInc.'],"['Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'TrackedControllerSupport', 'VROnly', 'In-AppPurchases', 'FamilySharing']","Jan1,2023",No score
1156,InsidetheBackrooms,1,181,181.0,181.0,181,1987080,181,1251,1987080,6,"['Adventure', 'Indie', 'EarlyAccess']",['MrFatcat'],"['MrFatcat', 'Dropsiick']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'TrackedControllerSupport', 'VRSupported', 'SteamWorkshop', 'FamilySharing']","Jun20,2022",No score
1157,Insurgency,1,3,3.0,3.0,3,222880,3,1204,222880,14,"['Action', 'Indie', 'Strategy']",['NewWorldInteractive'],['NewWorldInteractive'],"['Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'ValveAnti-Cheatenabled', 'Includesleveleditor', 'FamilySharing']","Jan22,2014",74
1158,GoingUnder,1,140,140.0,140.0,140,1154810,140,140,1154810,17,"['Action', 'Indie']",['AggroCrab'],['Team17Digital'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'FamilySharing']","24Sep,2020",No score
1159,IntotheBreach,1,343,343.0,343.0,343,590380,343,1944,590380,7,"['Indie', 'RPG', 'Simulation', 'Strategy']",['SubsetGames'],['SubsetGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Feb27,2018",90
1160,Intravenous,1,28,28.0,28.0,28,1486630,28,28,1486630,19,"['Action', 'Indie']",['ExplosiveSquatGames'],['HypeTrainDigital'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Jul26,2021",No score
1161,Isonzo,1,155,155.0,155.0,155,1556790,155,525,1556790,5,"['Action', 'Indie', 'MassivelyMultiplayer', 'Simulation', 'Strategy']",['BlackMillGames'],['BlackMillGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","13Sep,2022",73
1162,It'sQuizTime,1,44,44.0,44.0,44,648780,44,92,648780,13,"['Casual', 'Indie', 'Strategy']",['SnapFingerClick'],"['VisionGamesPublishingLTD', 'SnapFingerClick']","['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamLeaderboards', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","30Nov,2017",No score
1163,GodotEngine,1,27,27.0,27.0,27,404790,27,10453,404790,0,['GameDevelopment'],['GodotEngine'],['GodotEngine'],"['PartialControllerSupport', 'Includesleveleditor']","Feb23,2016",No score
1164,Jalopy,1,21,21.0,21.0,21,446020,21,2092,446020,10,"['Adventure', 'Indie', 'Simulation']",['Minskworks'],['ExcaliburGames'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","28Mar,2018",65
1165,JigsawPuzzleDreams,1,115,115.0,115.0,115,1653970,115,197,1653970,0,"['Casual', 'Indie', 'FreetoPlay']","[""That'sNiceGames""]","[""That'sNiceGames""]","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamWorkshop', 'SteamCloud']","1Dec,2021",No score
1166,GrannyRemake,1,134,134.0,134.0,134,2110820,134,2745,2110820,6,"['Action', 'Adventure', 'Indie']",['FerriteLabs'],['FerriteLabs'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","Jul19,2023",No score
1167,IXION,1,795,795.0,795.0,795,1113120,795,2271,1113120,21,"['Indie', 'Simulation', 'Strategy']",['BulwarkStudios'],['KasedoGames'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","7Dec,2022",No score
1168,IWasaTeenageExocolonist,1,677,677.0,677.0,677,1148760,677,677,1148760,16,"['Indie', 'RPG', 'Simulation']",['NorthwayGames'],['Finji'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","25Aug,2022",91
1169,GraviteamTactics:Mius-Front,1,143,143.0,143.0,143,312980,143,2180,312980,21,"['Simulation', 'Strategy']",['Graviteam'],['Graviteam'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","4Mar,2016",No score
1170,Hardspace:Shipbreaker,1,172,172.0,172.0,172,1161580,172,172,1161580,28,['Simulation'],['BlackbirdInteractive'],['FocusEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","24May,2022",83
1171,Hellblade:Senua'sSacrifice,1,222,222.0,222.0,222,414340,222,551,414340,29,"['Action', 'Adventure', 'Indie']",['NinjaTheory'],['NinjaTheory'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Aug7,2017",83
1172,HallsofTormentPrelude,1,55,55.0,55.0,55,2316660,55,55,2316660,0,"['Action', 'Casual', 'Indie', 'RPG']",['ChasingCarrots'],['ChasingCarrots'],"['Single-player', 'Fullcontrollersupport', 'SteamCloud']","9Mar,2023",No score
1173,HalfSwordDemo,1,17,17.0,17.0,17,2642680,17,17,2642680,0,[],['HalfSwordGames'],['HalfSwordGames'],"['Single-player', 'Gamedemo']","13Oct,2023",No score
1174,HeroesofHammerwatch,1,618,618.0,618.0,618,677120,618,618,677120,8,"['Action', 'Indie', 'RPG']",['Crackshell'],['Crackshell'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","1Mar,2018",No score
1175,HeroesofMight&MagicIII-HDEdition,1,81,81.0,81.0,81,297000,81,16372,297000,14,"['RPG', 'Strategy']",['Dotemu'],['UbisoftEntertainment'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Includesleveleditor', 'RemotePlayonTablet', 'FamilySharing']","Jan28,2015",65
1176,Hexguardian,1,471,471.0,471.0,471,2381740,471,471,2381740,8,['Strategy'],['SplitSecondGames'],['YogscastGames'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","2May,2024",No score
1177,Half-LifeDedicatedServer,1,1,1.0,1.0,1,90,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1178,HigurashiWhenTheyCryHou-Ch.5Meakashi,1,477,477.0,477.0,477,577480,477,645,577480,7,['Adventure'],['07thExpansion'],['MangaGamer'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Apr28,2017",No score
1179,Half-Life:Alyx,1,29,29.0,29.0,29,546560,29,286,546560,36,"['Action', 'Adventure']",['Valve'],['Valve'],"['Single-player', 'SteamAchievements', 'TrackedControllerSupport', 'VROnly', 'Captionsavailable', 'VRSupport', 'SteamWorkshop', 'Includesleveleditor', 'FamilySharing']","23Mar,2020",93
1180,HEARTofCROWNOnline,1,796,796.0,796.0,796,1883000,796,796,1883000,13,"['Indie', 'Strategy', 'EarlyAccess']","['illuCalab', 'FLIPFLOPs']",['JapanimeDigital'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'FamilySharing']","23Apr,2024",No score
1181,HDPoker,1,8,8.0,8.0,8,797430,8,1891,797430,0,"['Casual', 'FreetoPlay', 'MassivelyMultiplayer', 'Simulation', 'Strategy']",['Z4'],['Z4'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Sep14,2018",No score
1182,"Gunner,HEAT,PC!",1,13,13.0,13.0,13,1705180,13,1738,1705180,29,"['Action', 'Indie', 'Simulation', 'EarlyAccess']",['RadianSimulationsLLC'],['RadianSimulationsLLC'],"['Single-player', 'PartialControllerSupport', 'FamilySharing']","Sep6,2022",No score
1183,Growtopia,1,2,2.0,2.0,2,866020,2,2,866020,0,"['Action', 'Adventure', 'Casual', 'MassivelyMultiplayer', 'Simulation', 'Strategy', 'FreetoPlay']",['UbisoftAbuDhabi'],['Ubisoft'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'In-AppPurchases']","Mar7,2024",No score
1184,GrimRealms,1,612,612.0,612.0,612,1522280,612,612,1522280,10,"['Indie', 'Simulation', 'Strategy']",['EdymPixels'],['EdymPixels'],"['Single-player', 'SteamAchievements', 'SteamWorkshop', 'Includesleveleditor', 'FamilySharing']","16Mar,2024",No score
1185,HouseFlipper2,1,209,209.0,209.0,209,1190970,209,1254,1190970,39,"['Casual', 'Indie', 'Simulation']","['FrozenDistrict', 'Empyrean']","['FrozenDistrict', 'PlayWayS.A.']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Dec14,2023",79
1186,GreenHell,1,310,310.0,310.0,310,815370,310,1092,815370,24,"['Action', 'Adventure', 'Indie', 'Simulation']",['CreepyJar'],['CreepyJar'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","Sep5,2019",78
1187,HumanFallFlat,1,146,146.0,146.0,146,477160,146,317,477160,19,"['Adventure', 'Casual', 'Indie', 'Simulation']",['NoBrakesGames'],['CurveGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Stats', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Jul22,2016",70
1188,HunieCamStudio,1,88,88.0,88.0,88,426000,88,1202,426000,5,"['Indie', 'Simulation']",['HuniePot'],['HuniePot'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'FamilySharing']","4Apr,2016",No score
1189,GreedFall,1,437,437.0,437.0,437,606880,437,2227,606880,34,['RPG'],['Spiders'],['FocusEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Sep9,2019",72
1190,GreatHousesofCalderia,1,50,50.0,50.0,50,1812910,50,50,1812910,24,"['Indie', 'RPG', 'Strategy']",['ResistanceGames'],['Firesquid'],"['Single-player', 'FamilySharing']","May2,2024",No score
1191,GravityCircuit,1,186,186.0,186.0,186,858710,186,1159,858710,7,"['Action', 'Indie']",['DomesticatedAntGames'],['PIDGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","13Jul,2023",89
1192,HyperRogue,1,15,15.0,15.0,15,342610,15,15,342610,9,['Indie'],['ZenoRogue'],['ZenoRogue'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreen', 'SteamAchievements', 'TrackedControllerSupport', 'VRSupported', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'Includesleveleditor', 'RemotePlayTogether', 'FamilySharing']","Jan16,2015",No score
1193,JigsawPuzzlesInfinite,1,141,141.0,141.0,141,1946140,141,483,1946140,0,"['Casual', 'Indie', 'Simulation', 'Strategy', 'FreetoPlay']",['BartekKarczmarczyk'],['BartekKarczmarczyk'],"['Single-player', 'SteamAchievements', 'SteamCloud']","2Apr,2023",No score
1194,JoeDever'sLoneWolfHDRemastered,1,134,134.0,134.0,134,279440,134,134,279440,14,"['Adventure', 'Indie', 'RPG']",['ForgeReplysrl'],['505Games'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'SteamCloud', 'FamilySharing']","Nov27,2014",78
1195,Globesweeper,1,205,205.0,205.0,205,982220,205,1343,982220,1,"['Casual', 'Indie']",['IncandescentGames'],['IncandescentGames'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'FamilySharing']","Feb12,2019",No score
1196,LEGO®HarryPotter:Years5-7,1,142,142.0,142.0,142,204120,142,3313,204120,14,['Adventure'],"[""Traveller'sTales""]",['WarnerBros.InteractiveEntertainment'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","5Jan,2012",80
1197,LEGO®MARVELSuperHeroes,1,358,358.0,358.0,358,249130,358,872,249130,19,"['Action', 'Adventure']","[""Traveller'sTales""]",['WarnerBros.InteractiveEntertainment'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Oct22,2013",78
1198,LEGO®StarWars™:TheCompleteSaga,1,102,102.0,102.0,102,32440,102,102,32440,19,['Adventure'],"[""Traveller'sTales""]","['LucasArts', 'Lucasfilm', 'Disney']","['Single-player', 'Multi-player', 'Shared/SplitScreen', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Nov12,2009",77
1199,Gearshifters,1,58,58.0,58.0,58,1017160,58,189,1017160,5,"['Action', 'Racing']",['RedPhantomGames'],['NumskullGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","1Oct,2021",No score
1200,LUMINESREMASTERED,1,347,347.0,347.0,347,851670,347,941,851670,12,"['Casual', 'Indie']",['Resonair'],['Enhance'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayTogether', 'FamilySharing']","26Jun,2018",No score
1201,Gears5,1,663,663.0,663.0,663,1097840,663,786,1097840,28,"['Action', 'Adventure']",['TheCoalition'],['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'In-AppPurchases', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","9Sep,2019",82
1202,LakeburgLegacies,1,2400,2400.0,2400.0,2400,1584940,2400,2400,1584940,22,"['RPG', 'Simulation', 'Strategy']",['IshtarGames'],['IshtarGames'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","Jul20,2023",No score
1203,LastOasis,1,4254,4254.0,4254.0,4254,903950,4254,42204,903950,29,"['Action', 'Adventure', 'Indie', 'MassivelyMultiplayer', 'RPG', 'EarlyAccess']",['DonkeyCrew'],"['DonkeyCrew', 'SnailGamesUSA']","['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","Mar26,2020",No score
1204,LastTrainOutta'Wormtown,1,104,104.0,104.0,104,2318480,104,599,2318480,5,"['Action', 'Indie', 'EarlyAccess']",['Get(Color)Games'],['Get(Color)Games'],"['Multi-player', 'PvP', 'OnlinePvP', 'PartialControllerSupport', 'FamilySharing']","20Apr,2023",No score
1205,LeafBlowerRevolution-IdleGame,1,963,963.0,963.0,963,1468260,963,963,1468260,0,"['Casual', 'Indie', 'FreetoPlay']",['HumbleNorth'],['HumbleNorth'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud', 'Stats']","Dec4,2020",No score
1206,LearntoFly3,1,12,12.0,12.0,12,589870,12,209,589870,0,"['Action', 'Adventure', 'Casual', 'FreetoPlay', 'Indie', 'Simulation', 'Strategy']",['LightBringerGamesinc.'],['LightBringerGamesinc.'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud', 'Stats']","12May,2017",No score
1207,GarfieldKart-FuriousRacing,1,19,19.0,19.0,19,1085510,19,19,1085510,14,['Racing'],['ArtefactsStudio'],['Microids'],"['Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Nov6,2019",No score
1208,GalacticCivilizationsIII,1,2231,2231.0,2231.0,2231,226860,2231,36110,226860,39,['Strategy'],['StardockEntertainment'],['StardockEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'Stats', 'FamilySharing']","May14,2015",81
1209,LegendofKeepers,1,165,165.0,165.0,165,978520,165,165,978520,13,"['Indie', 'RPG', 'Strategy']",['GoblinzStudio'],['GoblinzPublishing'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'FamilySharing']","29Apr,2021",76
1210,LegendsofAria,1,5,5.0,5.0,5,594770,5,277,594770,0,"['FreetoPlay', 'Indie', 'MassivelyMultiplayer', 'RPG']",['CitadelStudiosInc'],['CitadelStudiosInc'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'FamilySharing']","Jul8,2020",No score
1211,GUNHEAD,1,667,667.0,667.0,667,704000,667,667,704000,13,"['Action', 'Indie']",['Alientrap'],['Alientrap'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","8Nov,2023",No score
1212,GUILTYGEARXrdREV2,1,132,132.0,132.0,132,520440,132,277,520440,29,['Action'],['ArcSystemWorks'],['ArcSystemWorks'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Dec14,2016",No score
1213,LevelUnknown:BackroomsDemo,1,38,38.0,38.0,38,2777270,38,38,2777270,0,[],"['PodargeVisions', 'WojciechGola']","['PodargePublishing', 'WojciechGola']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Gamedemo']","Feb5,2024",No score
1214,LibraryOfRuina,1,4988,4988.0,4988.0,4988,1256670,4988,4991,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1215,GPRO,1,211,211.0,211.0,211,2169220,211,211,2169220,0,"['FreetoPlay', 'Indie', 'MassivelyMultiplayer', 'Racing', 'Simulation', 'Sports', 'Strategy']",['GPROOOD'],['GPROOOD'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'In-AppPurchases']","13Feb,2023",No score
1216,LifeisFeudal:MMO,1,2201,2201.0,2201.0,2201,700030,2201,2201,700030,0,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'Simulation', 'FreetoPlay', 'EarlyAccess']",['LTG'],['LTG'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Jan12,2018",No score
1217,LifeisStrange2,1,943,943.0,943.0,943,532210,943,943,532210,0,['Adventure'],"['DONTNODEntertainment', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SquareEnix', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","26Sep,2018",No score
