,name_game_2weeks,playtime_2weeks_game_count,playtime_2weeks_game_max,playtime_2weeks_game_median,playtime_2weeks_game_mean,playtime_2weeks_game_min,appid_game_2weeks,playtime_2weeks_game,playtime_forever_game_2weeks,steam_appid_2weeks_game_,price_overview_2weeks_game_,genres_2weeks_game_,developers_2weeks_game_,publishers_2weeks_game_,categories_2weeks_game_,release_date_2weeks_game_,metacritic_2weeks_game_
73,Factorio,23,4759,469.0,1254.695652173913,1,427520,2213,21207,427520,35,"['Casual', 'Indie', 'Simulation', 'Strategy']",['WubeSoftwareLTD.'],['WubeSoftwareLTD.'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'RemotePlayonTablet', 'FamilySharing']","Aug14,2020",90
74,Brawlhalla,22,3812,171.5,447.54545454545456,4,291550,191,2769,291550,0,"['Action', 'Indie', 'FreetoPlay']",['BlueMammothGames'],['Ubisoft'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether']","Oct17,2017",No score
75,BattleBitRemastered,22,1315,116.5,303.09090909090907,1,671860,98,5173,671860,14,"['Action', 'MassivelyMultiplayer', 'EarlyAccess']","['SgtOkiDoki', 'Vilaskis', 'TheLiquidHorse']",['SgtOkiDoki'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'PartialControllerSupport', 'FamilySharing']","Jun15,2023",No score
76,VRChat,22,3179,728.5,921.6818181818181,43,438100,1195,176092,438100,0,"['Adventure', 'Casual', 'MassivelyMultiplayer', 'Simulation', 'Sports', 'FreetoPlay', 'EarlyAccess']",['VRChatInc.'],['VRChatInc.'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'TrackedControllerSupport', 'VRSupported']","Feb1,2017",No score
77,BeamNG.drive,21,5384,135.0,741.5714285714286,9,284160,105,1560,284160,24,"['Racing', 'Simulation', 'EarlyAccess']",['BeamNG'],['BeamNG'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayTogether', 'FamilySharing']","May29,2015",No score
78,CrosshairX,21,8847,2018.0,2788.809523809524,1,1366800,8789,134676,1366800,7,"['Action', 'Adventure', 'Indie', 'Animation&Modeling', 'Design&Illustration', 'Education', 'PhotoEditing', 'Utilities', 'GameDevelopment']",['CenterPointGaming'],['CenterPointGaming'],"['Captionsavailable', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud']","Aug17,2020",No score
79,FootballManager2024,21,4703,1125.0,1542.2857142857142,1,2252570,3577,80457,2252570,35,"['Simulation', 'Sports', 'Strategy']",['SportsInteractive'],['SEGA'],"['Single-player', 'Multi-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","Nov6,2023",No score
80,FarmingSimulator22,20,4767,1167.0,1397.3,44,1248130,309,48515,1248130,29,['Simulation'],['GiantsSoftware'],['GiantsSoftware'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Nov21,2021",No score
81,StreetFighter™6,20,2085,599.0,659.35,1,1364780,867,19503,1364780,59,"['Action', 'Adventure']","['CAPCOMCo.,Ltd.']","['CAPCOMCo.,Ltd.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Jun1,2023",92
82,ProjectZomboid,19,4131,462.0,928.3157894736842,1,108600,1309,17002,108600,10,"['Indie', 'RPG', 'Simulation', 'EarlyAccess']",['TheIndieStone'],['TheIndieStone'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'RemotePlayTogether', 'FamilySharing']","8Nov,2013",No score
83,CrusaderKingsIII,19,9835,391.0,1528.0,1,1158310,2953,36485,1158310,19,"['RPG', 'Simulation', 'Strategy']",['ParadoxDevelopmentStudio'],['ParadoxInteractive'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","Sep1,2020",91
84,Counter-Strike:Source,19,3267,126.0,386.57894736842104,1,240,3267,209156,240,9,['Action'],['Valve'],['Valve'],"['Multi-player', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Stats', 'IncludesSourceSDK', 'FamilySharing']","Nov1,2004",88
85,7DaystoDie,18,5337,331.5,1040.5,15,251570,143,59984,251570,24,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'EarlyAccess']",['TheFunPimps'],['TheFunPimpsEntertainmentLLC'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Includesleveleditor', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Dec13,2013",No score
86,ReadyorNot,18,1939,180.0,356.8333333333333,13,1144200,584,5834,1144200,49,"['Action', 'Adventure', 'Indie']",['VOIDInteractive'],['VOIDInteractive'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamCloud']","Dec13,2023",No score
87,Aseprite,18,13061,1405.5,2742.8888888888887,56,431730,1452,182149,431730,19,"['Animation&Modeling', 'Design&Illustration', 'GameDevelopment']",['DavidCapello'],['IgaraStudio'],[],"Feb22,2016",No score
88,SeaofThieves,18,2696,219.0,528.7777777777778,4,1172620,1521,24744,1172620,39,"['Action', 'Adventure']",['RareLtd'],['XboxGameStudios'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Jun3,2020",No score
89,SonsOfTheForest,18,1488,433.5,549.8333333333334,82,1326470,1133,3636,1326470,29,"['Action', 'Adventure', 'Indie', 'Simulation']",['EndnightGamesLtd'],['Newnight'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Feb22,2024",No score
90,CallofDuty:BlackOpsIII,18,1175,386.5,542.5555555555555,1,311210,348,4698,311210,59,"['Action', 'Adventure']","['Treyarch', 'Aspyr(Mac)']","['Activision', 'Aspyr(Mac)']","['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'ValveAnti-Cheatenabled', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Nov5,2015",73
91,Left4Dead2,17,835,68.0,177.52941176470588,2,550,355,35316,550,9,['Action'],['Valve'],['Valve'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'SteamWorkshop', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Stats', 'IncludesSourceSDK', 'Commentaryavailable', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Nov16,2009",89
92,AmongUs,17,478,76.0,106.41176470588235,1,945360,32,11589,945360,4,['Casual'],['Innersloth'],['Innersloth'],"['Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","16Nov,2018",85
93,Halo:TheMasterChiefCollection,17,1631,261.0,308.70588235294116,1,976730,261,638,976730,35,['Action'],"['343Industries', 'SplashDamage', 'RuffianGames', 'Bungie', 'SaberInteractive']",['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","3Dec,2019",No score
94,PummelParty,16,554,170.0,194.9375,80,880940,95,501,880940,14,"['Action', 'Casual', 'Indie']",['RebuiltGames'],['RebuiltGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'Includesleveleditor', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Sep20,2018",No score
95,TheElderScrollsV:SkyrimSpecialEdition,16,8278,545.5,1263.6875,9,489830,433,18973,489830,39,['RPG'],['BethesdaGameStudios'],['BethesdaSoftworks'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Oct27,2016",74
96,GUILTYGEAR-STRIVE-,16,1316,285.5,421.625,29,1384160,654,17095,1384160,39,['Action'],['ArcSystemWorks'],['ArcSystemWorks'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Jun11,2021",85
97,OBSStudio,16,20009,302.0,1712.5,49,1905180,1259,5426,1905180,0,"['Utilities', 'VideoProduction']",['OBSProject'],['OBSProject'],[],"Mar21,2022",No score
98,KingdomCome:Deliverance,16,2739,645.0,728.875,2,379430,1182,9306,379430,29,"['Action', 'Adventure', 'RPG']",['WarhorseStudios'],"['WarhorseStudios', 'PrimeMatter']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Feb13,2018",76
99,DeepRockGalactic,16,1837,275.5,494.5,21,548430,855,5370,548430,29,['Action'],['GhostShipGames'],['CoffeeStainPublishing'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","May13,2020",85
100,MonsterHunter:World,16,2111,837.5,913.6875,41,582010,1313,11002,582010,29,['Action'],"['CAPCOMCo.,Ltd.']","['CAPCOMCo.,Ltd.']","['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'RemotePlayonTablet', 'HDRavailable', 'FamilySharing']","Aug8,2018",88
101,DeathMustDie,15,6036,686.0,1076.7333333333333,17,2334730,1707,4642,2334730,6,"['Action', 'Casual', 'Indie', 'RPG', 'EarlyAccess']",['RealmArchive'],['RealmArchive'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Nov14,2023",No score
102,ArmaReforger,15,4257,273.0,725.9333333333333,4,1874880,231,231,1874880,29,"['Action', 'Simulation', 'Strategy']",['BohemiaInteractive'],['BohemiaInteractive'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable', 'SteamCloud', 'FamilySharing']","16Nov,2023",No score
103,ForzaHorizon5,14,2026,231.0,439.07142857142856,38,1551360,2026,2026,1551360,57,"['Action', 'Adventure', 'Racing', 'Simulation', 'Sports']",['PlaygroundGames'],['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'HDRavailable', 'FamilySharing']","8Nov,2021",No score
104,Palworld,14,3627,500.5,941.0,1,1623730,11,2783,1623730,27,"['Action', 'Adventure', 'Indie', 'RPG', 'EarlyAccess']",['Pocketpair'],['Pocketpair'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","18Jan,2024",No score
105,MARVELSNAP,14,2575,448.0,713.7857142857143,22,1997040,1290,61090,1997040,0,"['Casual', 'Strategy', 'FreetoPlay']","['SecondDinnerStudios,Inc.']",['Nuverse'],"['Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'In-AppPurchases']","Aug22,2023",No score
106,AgeofEmpiresII:DefinitiveEdition,14,3389,533.5,991.8571428571429,5,813780,206,206,813780,19,['Strategy'],"['ForgottenEmpires', 'TantalusMedia', 'WickedWitch', ""World'sEdge""]",['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Nov14,2019",84
107,DeepRockGalactic:Survivor,14,1141,226.5,386.64285714285717,51,2321470,797,797,2321470,7,"['Action', 'EarlyAccess']",['FundayGames'],['GhostShipPublishing'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Feb14,2024",No score
108,Yu-Gi-Oh!MasterDuel,14,1389,527.5,553.8571428571429,57,1449850,527,29164,1449850,0,"['Simulation', 'Strategy', 'FreetoPlay']",['KONAMI'],['KONAMI'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases']","Jan18,2022",No score
109,Blender,13,3533,360.0,754.2307692307693,109,365670,520,17428,365670,0,"['Animation&Modeling', 'Design&Illustration', 'VideoProduction']",['BlenderFoundation'],['BlenderFoundation'],[],"Apr24,2015",No score
110,TheElderScrollsOnline,13,7448,775.0,1815.8461538461538,117,306130,1108,39804,306130,19,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG']",['ZeniMaxOnlineStudios'],['BethesdaSoftworks'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'Captionsavailable', 'In-AppPurchases', 'PartialControllerSupport', 'FamilySharing']","May22,2017",80
111,ArenaBreakout:Infinite,13,4096,909.0,1155.3846153846155,24,2073620,1079,1079,2073620,0,"['Action', 'Adventure', 'RPG', 'Strategy', 'FreetoPlay']",['MorefunStudios'],['MorefunStudios'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op']",Comingsoon,No score
112,F1®23,13,2831,201.0,483.61538461538464,1,2108330,2831,23724,2108330,69,"['Racing', 'Sports']",['Codemasters'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'VRSupported', 'SteamWorkshop', 'SteamCloud', 'RemotePlayTogether', 'HDRavailable', 'FamilySharing']","Jun15,2023",81
113,SMITE,13,6927,692.0,1248.3076923076924,27,386360,1578,86562,386360,0,"['Action', 'Adventure', 'Casual', 'MassivelyMultiplayer', 'RPG', 'Strategy', 'FreetoPlay']",['TitanForgeGames'],['Hi-RezStudios'],"['Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards']","Sep8,2015",83
114,Cities:Skylines,13,4764,76.0,513.0,5,255710,17,113,255710,5,"['Simulation', 'Strategy']",['ColossalOrderLtd.'],['ParadoxInteractive'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'RemotePlayonTablet', 'FamilySharing']","10Mar,2015",85
115,Spacewar,12,1211,478.0,486.25,25,480,711,26568,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
116,TheWitcher3:WildHunt,12,5941,173.0,880.5,2,292030,5,9273,292030,9,['RPG'],['CDPROJEKTRED'],['CDPROJEKTRED'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","18May,2015",93
117,AgeofEmpiresIV:AnniversaryEdition,12,4577,314.5,777.0833333333334,34,1466860,2009,20551,1466860,39,['Strategy'],"['RelicEntertainment', 'ForgottenEmpires', 'ClimaxStudios', ""World'sEdge""]",['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'FamilySharing']","Oct28,2021",81
118,DARKSOULS™III,12,3413,376.0,576.0833333333334,36,374320,3413,12267,374320,59,['Action'],"['FromSoftware,Inc.']","['FromSoftware,Inc.', 'BandaiNamcoEntertainment']","['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Apr11,2016",89
119,Chivalry2,12,1702,580.5,636.4166666666666,31,1824220,98,3320,1824220,39,"['Action', 'MassivelyMultiplayer']",['TornBannerStudios'],['TripwirePresents'],"['Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport']","Jun12,2022",82
120,BlackDesert,12,18192,4286.0,4957.75,7,582660,8656,327826,582660,9,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'Simulation', 'Strategy']",['PearlAbyss'],['PearlAbyss'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport']","May24,2017",80
121,CalltoArms-GatesofHell:Ostfront,12,3128,413.5,794.1666666666666,69,400750,498,4911,400750,34,"['Action', 'Simulation', 'Strategy']","['BarbedwireStudios', 'Digitalmindsoft']",['Digitalmindsoft'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'Includesleveleditor', 'FamilySharing']","Jun11,2021",No score
122,PAYDAY2,12,4619,274.0,637.3333333333334,13,218620,391,750,218620,9,"['Action', 'RPG']",['OVERKILL-aStarbreezeStudio.'],['StarbreezePublishingAB'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'TrackedControllerSupport', 'VRSupported', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Aug13,2013",79
123,STARWARSJedi:Survivor™,11,1557,306.0,597.6363636363636,1,1774580,1557,1557,1774580,64,"['Action', 'Adventure']",['Respawn'],['ElectronicArts'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable', 'HDRavailable']","27Apr,2023",No score
124,Counter-Strike,11,2561,194.0,468.3636363636364,1,10,2561,173939,10,9,['Action'],['Valve'],['Valve'],"['Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'ValveAnti-Cheatenabled', 'FamilySharing']","Nov1,2000",88
125,AlbionOnline,11,6442,1780.0,2540.5454545454545,1,761890,4759,4934,761890,0,"['MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['SandboxInteractiveGmbH'],['SandboxInteractiveGmbH'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport']","May16,2018",No score
126,Battlefield™V,11,877,77.0,215.0909090909091,19,1238810,55,6675,1238810,49,['Action'],['DICE'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'HDRavailable']","Oct22,2020",No score
127,Slapshot:Rebound,10,1014,184.0,301.7,1,1173370,1,1,1173370,0,"['Action', 'Casual', 'Indie', 'Sports', 'FreetoPlay']",['OddshotGames'],['OddshotGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport', 'Stats']","Apr11,2024",No score
128,Divinity:OriginalSin2,10,4164,1376.5,1663.1,214,435150,1831,22702,435150,44,"['Adventure', 'RPG', 'Strategy']",['LarianStudios'],['LarianStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Sep14,2017",93
